ISBN,title,author
451201558,Cold Case,Stephen White
61032077,To Cut a Long Story Short,Jeffrey Archer
2253004243,Une Vie,Guy De Maupassant
679459626,Flesh and Blood,Jonathan Kellerman
812566629,Darwinia,Robert Charles Wilson
816614024,A Thousand Plateaus: Capitalism and Schizophrenia,Gilles Deleuze
3518390473,Der Wettermacher.,Peter Weber
340414578X,Intrige.,Thomas Gifford
3596113350,Die Mambo Kings spielen Songs der Liebe. Roman.,Oscar Hijuelos
3453189442,Das verbotene Lied.,Taiping Shangdi
3462031252,Quadrupelfuge.,Harald Schmidt
671001701,Legend,Jude Deveraux
782125557,Mastering Linux Premium Edition,Arman Danesh
1555217532,The Complete Hot &amp; Spicy Cookbook,Emma Callery
843943769,Avatar,Donald Beman
553583085,Kissed by Shadows (Get Connected Romances),Jane Feather
1892051001,"Guinness 2000 Book of Records: Millennium Edition (Guinness Book of Records, 2000)",Guinness Media Inc.
805019375,L Is for Lawless (Kinsey Millhone Mysteries),Sue Grafton
1587991039,Technomanifestos: Visions from the Information Revolutionaries,Adam Brate
1587214768,The Wicked Priest: An Allegory in Two Acts,Bob Levis
802130496,Doctor Sax: Faust Part Three,Jack Kerouac
1857931467,Dorien's Diary: My Intimate Confessions,Maurice Gran
380717085,Fg on Our Immigrant Ance,J Smith
380712172,Fg Cooks 3 Ancient Cuis,J Smith
380706725,Fg Cooks American,J Smith
767904281,The Gift of Motherhood : 10 Truths for Every Mother,CHERIE CARTER-SCOTT
1558747478,"Chicken Soup for the Parent's Soul : 101 Stories of Loving, Learning and Parenting (Chicken Soup for the Soul (Paper))",Mark Victor Hansen
440512158,"CHILD IS BORN, A",LENNART NILSSON
130179620,Business in Action,Courtland L. Bovee
273649949,"Stimulus Factor, The",David Freemantle
72453907,Leading Corporate Citizens,Sandra  Waddock
130305065,Managing Technology and Innovation for Competitive Advantage,V.K. Narayanan
130219193,Strategic Renewal: Becoming a High-Performance Organization,Michael Mische
28626958,The Unofficial Guide to Having a Baby,Ann Douglas
1884822738,"Big Little Book of Irish Wit &amp; Wisdom: Six Volumes in One : Irish Blessings, Irish Toasts, Irish Proverbs, Irish Riddles, Irish Laws, Irish Wisdom",Fergus Kelly
140272941,Cider with Rosie,Laurie Lee
375700382,The Fight: Norman Mailer,Norman Mailer
6550789,253,Geoff Ryman
140004424,Brighton Rock,Graham Greene
812517032,Irene's Last Waltz,Carole Nelson Douglas
385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER
451524829,The Phantom of the Opera (Signet Classics (Paperback)),Gaston Leroux
877287384,The Japanese Cult of Tranquillity,Karlfried Durckheim
465090974,The Way We Never Were: American Families and the Nostalgia Trap,Stephanie Coontz
ISBN,title,author
747332752.9,Classical Mythology,Mark P. O. Morford
825667256.1,Clara Callan,Richard Bruce Wright
904001759.4,Decision in Normandy,Carlo D'Este
982336262.7,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata
1060670766,The Mummies of Urumchi,E. J. W. Barber
1139005269,The Kitchen God's Wife,Amy Tan
1217339773,What If?: The World's Foremost Military Historians Imagine What Might Have Been,Robert Cowley
1295674276,PLEADING GUILTY,Scott Turow
1374008779,Under the Black Flag: The Romance and the Reality of Life Among the Pirates,David Cordingly
074322678X,Where You'll Find Me: And Other Stories,Ann Beattie
771074671,Nights Below Station Street,David Adams Richards
080652121X,Hitler's Secret Bankers: The Myth of Swiss Neutrality During the Holocaust,Adam Lebor
1291863882,The Middle Stories,Sheila Heti
1298081357,Jane Doe,R. J. Kaiser
1304298831,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield
1310516305,The Witchfinder (Amos Walker Mystery Series),Loren D. Estleman
1316733779,More Cunning Than Man: A Social History of Rats and Man,Robert Hendrickson
1322951253,Goodbye to the Buttermilk Sky,Julia Oliver
1329168727,The Testament,John Grisham
1335386201,Beloved (Plume Contemporary Fiction),Toni Morrison
1341603675,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,The Onion
1347821149,New Vegetarian: Bold and Beautiful Recipes for Every Occasion,Celia Brooks Brown
1354038623,If I'd Known Then What I Know Now: Why Not Learn from the Mistakes of Others? : You Can't Afford to Make Them All Yourself,J. R. Parrish
1360256098,Mary-Kate &amp; Ashley Switching Goals (Mary-Kate and Ashley Starring in),Mary-Kate &amp; Ashley Olsen
1366473572,Tell Me This Isn't Happening,Robynn Clairday
1372691046,Flood : Mississippi 1928,Kathleen Duey
1378908520,Wild Animus,Rich Shapero
1385125994,Airframe,Michael Crichton
1391343468,Timeline,MICHAEL CRICHTON
1397560942,OUT OF THE SILENT PLANET,C.S. Lewis
1403778416,Prague : A Novel,ARTHUR PHILLIPS
1409995890,Chocolate Jesus,Stephan Jaramillo
1416213364,Wie Barney es sieht.,Mordecai Richler
1422430839,Der Fluch der Kaiserin. Ein Richter- Di- Roman.,Eleanor Cooney
1428648313,Sturmzeit. Roman.,Charlotte Link
1434865787,Tage der Unschuld.,Richard North Patterson
1441083261,Lying Awake,Mark Salzman
1447300735,To Kill a Mockingbird,Harper Lee
1453518209,Seabiscuit: An American Legend,LAURA HILLENBRAND
1459735683,Pigs in Heaven,Barbara Kingsolver
038078243X,Miss Zukas and the Raven's Dance,Jo Dereske
055321215X,Pride and Prejudice,Jane Austen
067176537X,The Therapeutic Touch: How to Use Your Hands to Help or to Heal,Dolores Krieger
671517252,Downtown,Anne Rivers Siddons
744333880.2,Icebound,Dean R. Koontz
817150508.4,I'll Be Seeing You,Mary Higgins Clark
889967136.6,From the Corner of His Eye,Dean Koontz
962783764.8,Isle of Dogs,Patricia Cornwell
042518630X,Purity in Death,J.D. Robb
871487059.7,This Year It Will Be Different: And Other Stories,Maeve Binchy
898383716.7,Proxies,Laura J. Mixon
925280373.6,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),Tim Lahaye
952177030.6,The Street Lawyer,JOHN GRISHAM
979073687.5,"Love, Medicine and Miracles",M.D. Bernie S. Siegel
1005970344,All the King's Men,Robert Penn Warren
1032867001,Pacific Northwest,Hans Johannes Hoefer
1059763658,A Soldier of the Great War,Mark Helprin
1086660315,Getting Well Again,O. Carol Simonton Md
1113556972,Northwest Wines and Wineries,Chuck Hill
1140453629,An Atmosphere of Eternity: Stories of India,David Iglehart
1167350286,LONESOME DOVE,Larry McMurtry
1194246943,Shabanu: Daughter of the Wind (Border Trilogy),SUZANNE FISHER STAPLES
1221143600,Haveli (Laurel Leaf Books),SUZANNE FISHER STAPLES
1248040257,Lieux dits,Michel Tournier
1274936914,The Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan
1301833571,The yawning heights,Aleksandr Zinoviev
042511774X,Breathing Lessons,Anne Tyler
639473520.9,The Joy Luck Club,Amy Tan
614880967.4,Heart of Darkness (Wordsworth Collection),Joseph Conrad
590288413.9,The Angel Is Near,Deepak Chopra
565695860.4,Tess of the D'Urbervilles (Wordsworth Classics),Thomas Hardy
541103306.9,The Adventures of Drew and Ellie: The Magical Dress,Charles Noland
516510753.4,The Accidental Virgin,Valerie Frankel
491918200,The Tao of Pooh,Benjamin Hoff
467325646.5,Seabiscuit,LAURA HILLENBRAND
442733093,The Prince,Niccolo Machiavelli
418140539.5,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown
393547986,Starship Troopers,Robert A. Heinlein
368955432.5,"The Ruby in the Smoke (Sally Lockhart Trilogy, Book 1)",PHILIP PULLMAN
344362879,Black Beauty (Illustrated Classics),Anna Sewell
319770325.5,Anil's Ghost,MICHAEL ONDAATJE
295177772,Prescription for Terror,Sandra Levy Ceren
087113375X,Modern Manners: An Etiquette Book for Rude People,P.J. O'Rourke
1143637917,Turning Thirty,Mike Gayle
1112749383,Decipher,Stel Pavlou
1081860848,"My First Cousin Once Removed: Money, Madness, and the Family of Robert Lowell",Sarah Payne Stuart
1050972313,Standing Firm: A Vice-Presidential Memoir,Dan Quayle
ISBN,title,author
747332752.9,Classical Mythology,Mark P. O. Morford
825667256.1,Clara Callan,Richard Bruce Wright
904001759.4,Decision in Normandy,Carlo D'Este
982336262.7,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata
1060670766,The Mummies of Urumchi,E. J. W. Barber
1139005269,The Kitchen God's Wife,Amy Tan
1217339773,What If?: The World's Foremost Military Historians Imagine What Might Have Been,Robert Cowley
1295674276,PLEADING GUILTY,Scott Turow
1374008779,Under the Black Flag: The Romance and the Reality of Life Among the Pirates,David Cordingly
074322678X,Where You'll Find Me: And Other Stories,Ann Beattie
771074671,Nights Below Station Street,David Adams Richards
080652121X,Hitler's Secret Bankers: The Myth of Swiss Neutrality During the Holocaust,Adam Lebor
1291863882,The Middle Stories,Sheila Heti
1298081357,Jane Doe,R. J. Kaiser
1304298831,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield
1310516305,The Witchfinder (Amos Walker Mystery Series),Loren D. Estleman
1316733779,More Cunning Than Man: A Social History of Rats and Man,Robert Hendrickson
1322951253,Goodbye to the Buttermilk Sky,Julia Oliver
1329168727,The Testament,John Grisham
1335386201,Beloved (Plume Contemporary Fiction),Toni Morrison
1341603675,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,The Onion
1347821149,New Vegetarian: Bold and Beautiful Recipes for Every Occasion,Celia Brooks Brown
1354038623,If I'd Known Then What I Know Now: Why Not Learn from the Mistakes of Others? : You Can't Afford to Make Them All Yourself,J. R. Parrish
1360256098,Mary-Kate &amp; Ashley Switching Goals (Mary-Kate and Ashley Starring in),Mary-Kate &amp; Ashley Olsen
1366473572,Tell Me This Isn't Happening,Robynn Clairday
1372691046,Flood : Mississippi 1928,Kathleen Duey
1378908520,Wild Animus,Rich Shapero
1385125994,Airframe,Michael Crichton
1391343468,Timeline,MICHAEL CRICHTON
1397560942,OUT OF THE SILENT PLANET,C.S. Lewis
1403778416,Prague : A Novel,ARTHUR PHILLIPS
1409995890,Chocolate Jesus,Stephan Jaramillo
1416213364,Wie Barney es sieht.,Mordecai Richler
1422430839,Der Fluch der Kaiserin. Ein Richter- Di- Roman.,Eleanor Cooney
1428648313,Sturmzeit. Roman.,Charlotte Link
1434865787,Tage der Unschuld.,Richard North Patterson
1441083261,Lying Awake,Mark Salzman
1447300735,To Kill a Mockingbird,Harper Lee
1453518209,Seabiscuit: An American Legend,LAURA HILLENBRAND
1459735683,Pigs in Heaven,Barbara Kingsolver
038078243X,Miss Zukas and the Raven's Dance,Jo Dereske
055321215X,Pride and Prejudice,Jane Austen
067176537X,The Therapeutic Touch: How to Use Your Hands to Help or to Heal,Dolores Krieger
671517252,Downtown,Anne Rivers Siddons
744333880.2,Icebound,Dean R. Koontz
817150508.4,I'll Be Seeing You,Mary Higgins Clark
889967136.6,From the Corner of His Eye,Dean Koontz
962783764.8,Isle of Dogs,Patricia Cornwell
042518630X,Purity in Death,J.D. Robb
871487059.7,This Year It Will Be Different: And Other Stories,Maeve Binchy
898383716.7,Proxies,Laura J. Mixon
925280373.6,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),Tim Lahaye
952177030.6,The Street Lawyer,JOHN GRISHAM
979073687.5,"Love, Medicine and Miracles",M.D. Bernie S. Siegel
1005970344,All the King's Men,Robert Penn Warren
1032867001,Pacific Northwest,Hans Johannes Hoefer
1059763658,A Soldier of the Great War,Mark Helprin
1086660315,Getting Well Again,O. Carol Simonton Md
1113556972,Northwest Wines and Wineries,Chuck Hill
1140453629,An Atmosphere of Eternity: Stories of India,David Iglehart
1167350286,LONESOME DOVE,Larry McMurtry
1194246943,Shabanu: Daughter of the Wind (Border Trilogy),SUZANNE FISHER STAPLES
1221143600,Haveli (Laurel Leaf Books),SUZANNE FISHER STAPLES
1248040257,Lieux dits,Michel Tournier
1274936914,The Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan
1301833571,The yawning heights,Aleksandr Zinoviev
042511774X,Breathing Lessons,Anne Tyler
639473520.9,The Joy Luck Club,Amy Tan
614880967.4,Heart of Darkness (Wordsworth Collection),Joseph Conrad
590288413.9,The Angel Is Near,Deepak Chopra
565695860.4,Tess of the D'Urbervilles (Wordsworth Classics),Thomas Hardy
541103306.9,The Adventures of Drew and Ellie: The Magical Dress,Charles Noland
516510753.4,The Accidental Virgin,Valerie Frankel
491918200,The Tao of Pooh,Benjamin Hoff
467325646.5,Seabiscuit,LAURA HILLENBRAND
442733093,The Prince,Niccolo Machiavelli
418140539.5,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown
393547986,Starship Troopers,Robert A. Heinlein
368955432.5,"The Ruby in the Smoke (Sally Lockhart Trilogy, Book 1)",PHILIP PULLMAN
344362879,Black Beauty (Illustrated Classics),Anna Sewell
319770325.5,Anil's Ghost,MICHAEL ONDAATJE
295177772,Prescription for Terror,Sandra Levy Ceren
087113375X,Modern Manners: An Etiquette Book for Rude People,P.J. O'Rourke
1143637917,Turning Thirty,Mike Gayle
1112749383,Decipher,Stel Pavlou
1081860848,"My First Cousin Once Removed: Money, Madness, and the Family of Robert Lowell",Sarah Payne Stuart
1050972313,Standing Firm: A Vice-Presidential Memoir,Dan Quayle
1020083779,Team Bush : Leadership Lessons from the Bush White House,Donald F. Kettl
989195244.1,The Right Man : The Surprise Presidency of George W. Bush,DAVID FRUM
958306709.5,Daybreakers Louis Lamour Collection,Louis Lamour
927418174.9,The Catcher in the Rye,J.D. Salinger
896529640.2,El Senor De Los Anillos: LA Comunidad Del Anillo (Lord of the Rings (Spanish)),J. R. R. Tolkien
865641105.6,El Senor De Los Anillos: Las DOS Torres (Lord of the Rings (Paperback)),J. R. R. Tolkien
834752571,"El Senor De Los Anillos: El Retorno Del Rey (Tolkien, J. R. R. Lord of the Rings. 3.)",J. R. R. Tolkien
803864036.4,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt
772975501.7,Pretend You Don't See Her,Mary Higgins Clark
742086967.1,Fast Women,Jennifer Crusie
711198432.5,Female Intelligence,Jane Heller
680309897.9,Pasquale's Nose: Idle Days in an Italian Town,Michael Rips
649421363.3,The Gospel of Judas: A Novel,Simon Mawer
618532828.6,"Prize Stories, 1987: The O'Henry Awards",William Abrahams
587644294,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",Robert T. Kiyosaki
556755759.4,The Pillars of the Earth,Ken Follett
525867224.8,McDonald's: Behind the Arches,John F. Love
494978690.1,Creating Wealth : Retire in Ten Years Using Allen's Seven Principles of Wealth!,Robert G. Allen
067976397X,Corelli's Mandolin : A Novel,LOUIS DE BERNIERES
710467343.1,"Love, Miracles, and Animal Healing : A heartwarming look at the spiritual bond between animals and humans",Pam Proctor
692696695,The Five People You Meet in Heaven,Mitch Albom
674926046.9,Tu Nombre Escrito En El Agua (La Sonrisa Vertical),Irene Gonzalez Frei
657155398.8,Relics (Star Trek: The Next Generation),Michael Jan Friedman
639384750.7,Bless The Beasts And Children : Bless The Beasts And Children,Glendon Swarthout
621614102.6,"The Touch of Your Shadow, the Whisper of Your Name (Babylon 5, Book 5)",Neal Barrett Jr.
603843454.5,Blood Oath,David Morrell
586072806.4,The Alibi,Sandra Brown
568302158.3,The Beach House,James Patterson
550531510.2,A Kiss Remembered,Sandra Brown
532760862.1,The Short Forever,Stuart Woods
514990214,Dead Aim,IRIS JOHANSEN
497219565.9,Angels &amp; Demons,Dan Brown
479448917.8,The Deal,Joe Hutsko
461678269.7,All He Ever Wanted: A Novel,Anita Shreve
443907621.6,"Every Breath You Take : A True Story of Obsession, Revenge, and Murder",Ann Rule
426136973.5,"If I Ever Get Back to Georgia, I'm Gonna Nail My Feet to the Ground",LEWIS GRIZZARD
408366325.4,The Mosquito Coast,Paul Theroux
390595677.3,"If Love Were Oil, I'd Be About a Quart Low",Lewis Grizzard
372825029.2,"Goodbye, My Little Ones: The True Story of a Murderous Mother and Five Innocent Victims",Charles Hickey
355054381.1,The Girl Who Loved Tom Gordon,Stephen King
337283733,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,Ben Mezrich
319513084.9,"The Oneprince (The Redaemian Chronicles, Book 1)",Bill Hand
301742436.8,The Sum of All Fears,Tom Clancy
283971788.7,Care Packages : Letters to Christopher Reeve from Strangers and Other Friends,DANA REEVE
266201140.6,O Deus Das Pequenas Coisas,Roy
248430492.5,Lady in Green/Minor Indiscretions (Signet Regency Romance),Barbara Metzger
230659844.4,One Hundred Years of Solitude,Gabriel Garcia Marquez
212889196.3,Little Altars Everywhere: A Novel,Rebecca Wells
195118548.2,Coyote Waits (Joe Leaphorn/Jim Chee Novels),Tony Hillerman
177347900.1,Before I Say Good-Bye,Mary Higgins Clark
159577252,Slow Waltz in Cedar Bend,Robert James Waller
141806603.9,Twenty Minute Retreats: Revive Your Spirits in Just Minutes a Day (A Pan Self-discovery Title),Rachel Harris
038572179X,Atonement : A Novel,IAN MCEWAN
604454576.6,Next: The Future Just Happened,Michael Lewis
501580286.2,The Angelic Darkness,Richard Zimler
398705995.7,The Soulbane Stratagem,Norman Jetmundsen
295831705.3,Gangster,Lorenzo Carcaterra
192957414.8,Hush,Anne Frasier
90083124.39,"Whisper of Evil (Hooper, Kay. Evil Trilogy.)",Kay Hooper
-12791166.06,Temor y Temblor,Soren Kierkegaard
-115665456.5,Estudios sobre el amor,Jose Ortega Y Gaset
-218539747,Rebecca,Daphne Du Maurier
-321414037.4,Scarlet Letter,Nathaniel Hawthorne
-424288327.9,Keep It Simple: And Get More Out of Life,Nick Page
-527162618.3,Diary of a Mad Mom-To-Be,Laura Wolf
-630036908.8,Locked in Time (Laurel Leaf Books),LOIS DUNCAN
-732911199.2,Contact,Susan Grant
-835785489.7,The Brimstone Wedding,Barbara Vine
-938659780.1,The Catswold Portal,Shirley Rousseau Murphy
-1041534071,Through Wolf's Eyes (Wolf),Jane Lindskold
044651747X,Puerto Vallarta Squeeze,Robert James Waller
670259990.9,Tree Grows In Brooklyn,Betty Smith
777695765.8,"Cybill Disobedience: How I Survived Beauty Pageants, Elvis, Sex, Bruce Willis, Lies, Marriage, Motherhood, Hollywood, and the Irrepressible Urge to Say What I Think",Cybill Shepherd
885131540.7,Snow Angels,Stewart O'Nan
992567315.6,Wish You Well,David Baldacci
1100003091,The Hitchhiker's Guide to the Galaxy,Douglas Adams
1207438865,Crow Lake (Today Show Book Club #7),Mary Lawson
039575514X,My Antonia,Willa Cather
4090973378,Pen Pals,Olivia Goldsmith
4268212163,Bridget Jones's Diary,Helen Fielding
4445450948,Pride and Prejudice (Dover Thrift Editions),Jane Austen
4622689734,EYE ON CRIME: HARDY BOYS #154,Franklin W. Dixon
4799928519,Skin And Bones,Franklin W. Dixon
4977167304,"LAW OF THE JUNGLE (HARDY BOYS CASE FILE 105) : LAW OF THE JUNGLE (Hardy Boys, The)",Franklin W. Dixon
5154406089,The Cat Who Came to Breakfast (Cat Who... (Hardcover)),Lilian Jackson Braun
5331644875,"If Singleness Is a Gift, What's the Return Policy?",Holly Virden
5508883660,Always Daddy's Girl: Understanding Your Father's Impact on Who You Are,H. Norman Wright
5686122445,Night Mare (Xanth Novels (Paperback)),Piers Anthony
5863361230,The Martian Chronicles,RAY BRADBURY
6040600015,Kabale Und Liebe,Schiller
6217838801,Der illustrierte Mann. Erz??¤hlungen.,Ray Bradbury
6395077586,Der K??¶nig in Gelb.,Raymond Chandler
6572316371,Fahrenheit 452,Ray Bradbury
6749555156,Die Mars- Chroniken. Roman in Erz??¤hlungen.,Ray Bradbury
6926793942,Das B??¶se kommt auf leisen Sohlen.,Ray Bradbury
7104032727,L??¶wenzahnwein. Roman.,Ray Bradbury
7281271512,Das Kind von morgen. Erz??¤hlungen.,Ray Bradbury
7458510297,Die Mechanismen der Freude. Erz??¤hlungen.,Ray Bradbury
7635749083,Familientreffen. Erz??¤hlungen.,Ray Bradbury
7812987868,Der Tod kommt schnell in Mexico. Erz??¤hlungen.,Ray Bradbury
7990226653,Veronika Deschliesst Zu Sterben / Vernika Decides to Die,Paolo Coelho
342311360X,Die Liebe in Den Zelten,Gabriel Garcia Marquez
-507623402.1,Die Klone der Joanna May. Roman.,Fay Weldon
-686796228.6,Ist mein Hintern wirklich so dick? Tagebuch einer empfindsamen Frau.,Arabella Weir
-865969055,Haifischfrauen.,Kiana Davenport
-1045141881,Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.,Sue Townsend
-1224314708,Schwarzer Tee mit drei Stück Zucker,Renan Demirkan
-1403487534,Quersch??¼sse - Downsize This!,Michael Moore
-1582660361,Die Korrekturen.,Jonathan Franzen
-1761833187,Neun Erz??¤hlungen.,Jerome D. Salinger
-1941006014,"Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt.",Jerome D. Salinger
-2120178840,"Ulysses (????bersetzg. Wollschl??¤ger). ( Neue Folge, 100).",James Joyce
-2299351666,Eine ganz normale Aff??¤re.,Joanna Trollope
-2478524493,"Das Intimleben des Adrian Mole, 13 3/4 Jahre. cbt. ( Ab 14 J.).",Sue Townsend
-2657697319,Das Buch der l??¤cherlichen Liebe.,Milan Kundera
-2836870146,The God of Small Things,Arundhati Roy
-3016042972,The James Dean Affair: A Neil Gulliver &amp; Stevie Marriner Novel,Robert S. Levinson
-3195215798,The Big Bad Wolf: A Novel,James Patterson
-3374388625,Four Blind Mice,James Patterson
-3553561451,Private Screening,Richard North Patterson
-3732734278,Congo,Michael Crichton
-3911907104,Protect and Defend,Richard North Patterson
-4091079931,The Tall Pine Polka,Lorna Landvik
-4270252757,Memoirs of a Geisha,Arthur Golden
-4449425583,Plainsong (Vintage Contemporaries),KENT HARUF
-4628598410,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell
-4807771236,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell
-4986944063,The Case of the Lost Look-Alike (An Avon Camelot Book),Carol J. Farley
038076654X,Petals on the River,Kathleen E. Woodiwiss
471353186.4,The Elusive Flame,Kathleen E. Woodiwiss
477497343.8,Legacy of Silence,Belva Plain
483641501.2,The Brethren,JOHN GRISHAM
489785658.7,The King of Torts,John Grisham
495929816.1,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON
502073973.5,Bleachers,John Grisham
508218131,Sisterhood of the Traveling Pants,ANN BRASHARES
514362288.4,Only Love (Magical Love),Erich Segal
520506445.8,All or Nothing (Wheeler Large Print Books),Elizabeth Adler
526650603.3,Roses Are Red (Alex Cross Novels),James Patterson
532794760.7,The Rescue,Nicholas Sparks
538938918.1,Manhattan Hunt Club,JOHN SAUL
545083075.6,Patty Jane's House of Curl (Ballantine Reader's Circle),LORNA LANDVIK
551227233,Pet Sematary,Stephen King
557371390.4,Silent Snow,Steve Thayer
563515547.9,Girl with a Pearl Earring,Tracy Chevalier
051513290X,Summer of Storms,Judith Kelman
855135812.7,The Patient,Michael Palmer
885170894.9,"Demona's Revenge (Gargoyles, No. 2)",Francine Hughes
915205977.1,Clifford's Sports Day,Norman Bridwell
945241059.3,Postmortem (Kay Scarpetta Mysteries (Paperback)),Patricia Cornwell
975276141.5,Deception Point,Dan Brown
1005311224,Tis : A Memoir,Frank McCourt
1035346306,Angels &amp; Demons,Dan Brown
1065381388,A Monk Swimming,Malachy McCourt
1095416470,Crazy Horse,Mari Sandoz
1125451553,The Silent Cry (William Monk Novels (Paperback)),Anne Perry
140003180X,The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency),ALEXANDER MCCALL SMITH
155874262X,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield
905668311.5,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire
989467977.2,Life of Pi,Yann Martel
1073267643,A Judgement in Stone,Ruth Rendell
1157067309,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,Al Franken
1240866974,Secret History,DONNA TARTT
1324666640,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield
1408466306,Great Expectations (Heinemann Guided Readers),John Milne
1492265971,The Weight of Water,Anita Shreve
006102063X,Moving Pictures (Discworld Novels (Paperback)),Terry Pratchett
60386009,Night Watch,Terry Pratchett
60572455,Thief of Time,Terry Pratchett
006052779X,Charlotte's Web Book and Charm (Charming Classics),E. B. White
310691085.1,Peter Pan: The Original Story (Peter Pan),J. M. Barrie
339626617.7,My Friend Flicka,Mary O'Hara
368562150.3,The Last Hero : A Discworld Fable (Discworld Novels (Hardcover)),Terry Pratchett
397497682.9,Jingo: A Discworld Novel (Discworld Series/Terry Pratchett),Terry Pratchett
426433215.5,"Maskerade: A Novel of Discworld (Pratchett, Terry. Discworld Series (New York, N.Y.).)",Terry Pratchett
455368748.1,Interesting Times: A Novel of Discworld,Terry Pratchett
484304280.7,"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson",Louise Rennison
513239813.3,Mansfield Park (Penguin Popular Classics),Jane Austen
542175345.9,The Wind in the Willows,Kenneth Grahame
571110878.5,The Winter King: A Novel of Arthur (The Warlord Chronicles: I),Bernard Cornwell
600046411.1,Moonheart (Newford),Charles de Lint
034543191X,The King of Elfland's Daughter (Del Rey Impact),Edward John Moreton Drax Plunkett Dunsany
376616580.5,Powder and Patch,Georgette Heyer
377020319.8,The Picture of Dorian Gray (Modern Library (Paperback)),OSCAR WILDE
377424059.1,The Iron Giant,Ted Hughes
377827798.4,James and the Giant Peach,ROALD DAHL
378231537.7,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN
037582345X,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN
1194421314,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN
1235029282,"The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole",Sue Townsend
1275637250,Martian Chronicles,Ray Bradbury
1316245218,The Great God Pan,Donna Jo Napoli
1356853186,Possession: A Romance,A. S. Byatt
1397461154,Born Confused,Tanuja Desai Hidier
1438069122,Confessions of a Shopaholic,SOPHIE KINSELLA
1478677090,Making Minty Malone,Isabel Wolff
1519285058,Little Women (Signet Classic),Louisa May Alcott
1559893026,Emma (Signet Classics (Paperback)),Jane Austen
1600500994,Animal Farm,George Orwell
1641108962,Great Expectations (Dover Thrift Editions),Charles Dickens
1681716930,Eva Luna,Isabel Allende
1722324898,Poisonwood Bible Edition Uk,Barbara Kingsolver
1762932866,The Green Man : Tales from the Mythic Forest,Ellen Datlow
1803540834,Nicholas Nickleby (Everyman's Library),Charles Dickens
1844148802,Angels &amp; Insects : Two Novellas,A.S. BYATT
1884756770,Catch 23,Joseph Heller
1925364738,The Forsyte Saga : The Man of Property and In Chancery,John Galsworthy
1965972706,The Enchanted Wood,Enid Blyton
2006580674,The Folk of the Faraway Tree,Enid Blyton
2047188642,Angels and Visitations: A Miscellany,Neil Gaiman
2087796610,"League of Extraordinary Gentlemen, Vol. 2 (Comic)",Alan Moore
2128404578,"Preludes and Nocturnes (Sandman, Book 1)",Neil Gaiman
2169012546,"The League of Extraordinary Gentlemen, Vol. 2",Alan Moore
156971620X,Harlequin Valentine,Neil Gaiman
-168190558.5,Alpha Teach Yourself American Sign Language in 24 Hours (Alpha Teach Yourself in 24 Hours),Trudy Suggs
-513746412.7,A Man in Full,Tom Wolfe
-859302266.9,The Miracle Life of Edgar Mint: A Novel,Brady Udall
-1204858121,October Sky: A Memoir,Homer Hickam
044023722X,A Painted House,John Grisham
257317411.6,The Romance Reader,Pearl Abraham
216428098.2,Far from the Madding Crowd (Wordsworth Classics),Thomas Hardy
